Year;Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2023);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Coverage;Categories;Areas
2023;25126;15649;Nineteenth-Century Contexts;journal;1477-2663, 0890-5495;Taylor and Francis Ltd.;No;No;0,124;Q2;18;32;101;1055;18;97;0,13;32,97;59,38;0;United Kingdom;Western Europe;1987-1997, 1999-2025;"Literature and Literary Theory (Q2); Cultural Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;25127;21100901813;Orillas;journal;2280-4390;Padova University Press;Yes;Yes;0,124;Q2;5;49;55;1508;11;53;0,20;30,78;63,83;0;South Korea;Asiatic Region;2018-2019, 2021-2025;"Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25128;5800198046;Scandinavian Studies;journal;0036-5637;Society for the Advancement of Scandinavian Study;No;No;0,124;Q2;16;38;106;1105;27;105;0,16;29,08;53,13;0;United States;Northern America;1974, 1999, 2002-2026;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25129;21100887524;Theatre and Performance Design;journal;2332-2578, 2332-2551;Taylor and Francis Ltd.;No;No;0,124;Q2;9;20;70;362;13;52;0,22;18,10;43,75;0;United Kingdom;Western Europe;2015-2025;"Visual Arts and Performing Arts (Q2); Architecture (Q3)";"Arts and Humanities; Engineering"
2023;25130;21101104816;Visnyk Universitetu Imeni Alfreda Nobelya. Seriya: Filologichni Nauki;journal;2523-4463, 2523-4749;Alfred Nobel University;Yes;No;0,124;Q2;0;0;0;0;0;0;0,00;0,00;0,00;0;Ukraine;Eastern Europe;2019-2024;"Literature and Literary Theory (Q2); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25131;11600153450;Women and Performance;journal;1748-5819, 0740-770X;Taylor and Francis Ltd.;No;No;0,124;Q2;21;0;60;0;12;46;0,13;0,00;0,00;0;United Kingdom;Western Europe;1983-1990, 1992-1997, 1999-2022, 2024-2025;"Visual Arts and Performing Arts (Q2); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
2023;25132;21101005539;Academic Quarter;journal;1904-0008;Aalborg University press;Yes;Yes;0,124;Q3;4;8;70;200;10;68;0,17;25,00;64,29;0;Denmark;Western Europe;2020-2025;Arts and Humanities (miscellaneous) (Q3);Arts and Humanities
2023;25133;4000152128;Advances in Gender Research;book series;1529-2126;Emerald Group Publishing Ltd.;No;No;0,124;Q3;19;0;59;0;22;5;0,41;0,00;0,00;0;United Kingdom;Western Europe;2000-2022, 2024-2026;"Cultural Studies (Q3); Gender Studies (Q4)";Social Sciences
2023;25134;7400153107;Architektura a Urbanizmus;journal;0044-8680;Slovak Academy of Sciences;Yes;No;0,124;Q3;7;21;72;851;16;53;0,17;40,52;59,26;1;Slovakia;Eastern Europe;2007-2025;"Architecture (Q3); Conservation (Q3); Urban Studies (Q4)";"Arts and Humanities; Engineering; Social Sciences"
2023;25135;21101037312;Asian-European Music Research Journal;journal;2701-2689, 2625-378X;Logos Verlag Berlin GmbH;Yes;Yes;0,124;Q3;3;19;57;455;10;57;0,09;23,95;45,45;0;Germany;Western Europe;2020-2025;"History (Q3); Museology (Q3); Music (Q3); Education (Q4)";"Arts and Humanities; Social Sciences"
2023;25136;75696;Catholic University Law Review;journal;0008-8390;Catholic University of America Press;No;No;0,124;Q3;13;20;66;2733;17;65;0,28;136,65;40,00;0;United States;Northern America;1973-1974, 1979, 1982, 1988, 1998-1999, 2002-2003, 2005-2025;"Religious Studies (Q3); Education (Q4); Law (Q4)";"Arts and Humanities; Social Sciences"
2023;25137;21100388414;Crossings;journal;2040-4352, 2040-4344;Intellect Ltd.;No;No;0,124;Q3;15;16;50;825;14;48;0,24;51,56;29,17;0;United Kingdom;Western Europe;2014-2025;"Cultural Studies (Q3); Anthropology (Q4); Demography (Q4)";Social Sciences
2023;25138;21100854772;Cuadernos Europeos de Deusto;journal;1130-8354, 2445-3587;Universidad de Deusto;Yes;Yes;0,124;Q3;6;15;76;591;11;75;0,20;39,40;25,00;1;Spain;Western Europe;2017-2025;"Cultural Studies (Q3); History (Q3); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Political Science and International Relations (Q4)";"Arts and Humanities; Economics, Econometrics and Finance; Social Sciences"
2023;25139;21100407608;Cultura de los Cuidados;journal;1138-1728, 1699-6003;Universidad de Alicante;Yes;Yes;0,124;Q3;10;71;226;2169;40;224;0,13;30,55;71,11;1;Spain;Western Europe;2014-2026;"Cultural Studies (Q3); History (Q3); Anthropology (Q4); Nursing (miscellaneous) (Q4)";"Arts and Humanities; Nursing; Social Sciences"
2023;25140;21100225852;Current Swedish Archaeology;journal;1102-7355;Svenska Arkeologiska Samfundet;Yes;Yes;0,124;Q3;17;20;39;596;14;27;0,36;29,80;26,92;0;Sweden;Western Europe;1996, 2001-2006, 2008, 2011-2019, 2021-2025;"Archeology (Q3); Archeology (arts and humanities) (Q3)";"Arts and Humanities; Social Sciences"
2023;25141;21100213000;Dialogue;journal;0242-8962;Korean Neurological Association;No;No;0,124;Q3;11;50;115;1140;7;109;0,07;22,80;44,78;0;South Korea;Asiatic Region;2001-2024;"Philosophy (Q3); Development (Q4); Health (social science) (Q4); Social Psychology (Q4)";"Arts and Humanities; Psychology; Social Sciences"
2023;25142;26692;Geschichte und Gesellschaft;journal;0340-613X;Vandenhoeck and Ruprecht GmbH and Co. KG;No;No;0,124;Q3;26;26;86;2455;32;85;0,43;94,42;62,96;0;Germany;Western Europe;1982, 1985, 1988, 1999-2012, 2014-2024;"History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
2023;25143;5800224540;Gregorianum;journal;0017-4114;Gregorian University Press;No;No;0,124;Q3;9;46;58;1354;4;58;0,00;29,43;15,79;0;Italy;Western Europe;2002-2021, 2023-2024;Religious Studies (Q3);Arts and Humanities
2023;25144;5700184173;Histoire Epistemologie Langage;journal;0750-8069, 1638-1580;Society for the History and Epistemology of Language Sciences;Yes;Yes;0,124;Q3;7;28;55;1233;23;49;0,74;44,04;38,46;0;France;Western Europe;2011-2013, 2015-2026;"Linguistics and Language (Q3); Philosophy (Q3); Psychology (miscellaneous) (Q4)";"Arts and Humanities; Psychology; Social Sciences"
2023;25145;15275;Historische Zeitschrift;journal;0018-2613, 2196-680X;De Gruyter Oldenbourg;Yes;Yes;0,124;Q3;19;34;81;2004;18;79;0,17;58,94;26,47;0;Germany;Western Europe;1859-1917, 1919-1943, 1950-2025;History (Q3);Arts and Humanities
2023;25146;21100322429;Ilahiyat Studies;journal;1309-1786, 1309-1719;Bursa IlahIyat Foundation;No;No;0,124;Q3;4;17;34;847;5;32;0,13;49,82;16,67;0;Turkey;Middle East;2013-2025;"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;25147;21100278321;International Journal of China Studies;journal;2180-3250;Institute of China Studies;No;No;0,124;Q3;15;14;41;556;16;40;0,43;39,71;33,33;0;Malaysia;Asiatic Region;2010-2025;"Cultural Studies (Q3); Political Science and International Relations (Q4); Sociology and Political Science (Q4)";Social Sciences
2023;25148;21100396454;International Journal of Philosophy and Theology;journal;2169-2335, 2169-2327;Taylor and Francis Ltd.;No;No;0,124;Q3;10;23;80;710;18;77;0,24;30,87;31,82;0;United Kingdom;Western Europe;2013-2025;"Philosophy (Q3); Religious Studies (Q3)";Arts and Humanities
2023;25149;21100976124;Journal of Aesthetics and Phenomenology;journal;2053-9320, 2053-9339;Taylor and Francis Ltd.;No;No;0,124;Q3;8;13;34;430;7;33;0,29;33,08;15,38;0;United Kingdom;Western Europe;2014-2025;Philosophy (Q3);Arts and Humanities
2023;25150;6000152745;Leonardo Music Journal;journal;0961-1215;MIT Press;No;No;0,124;Q3;19;0;26;0;8;22;0,00;0,00;0,00;0;United States;Northern America;2002-2012, 2014-2020;"Music (Q3); Computer Science Applications (Q4); Engineering (miscellaneous) (Q4)";"Arts and Humanities; Computer Science; Engineering"
2023;25151;5800208054;Linguistica Pragensia;journal;0862-8432, 1805-9635;;Yes;Yes;0,124;Q3;7;9;34;322;5;34;0,17;35,78;69,23;0;Germany;Western Europe;2007-2025;Linguistics and Language (Q3);Social Sciences
2023;25152;19700187802;Liturgy;journal;0458-063X, 1557-3001;Taylor and Francis Ltd.;No;No;0,124;Q3;7;31;102;0;15;77;0,10;0,00;31,25;0;United Kingdom;Western Europe;1980-2025;Religious Studies (Q3);Arts and Humanities
2023;25153;21101038533;Middle Atlantic Review of Latin American Studies;journal;2474-9621;Middle Atlantic Council of Latin American Studies;Yes;Yes;0,124;Q3;6;16;67;470;18;63;0,17;29,38;47,06;0;United States;Northern America;2017-2025;"Arts and Humanities (miscellaneous) (Q3); Social Sciences (miscellaneous) (Q4)";"Arts and Humanities; Social Sciences"
2023;25154;21100933894;Plan Journal;journal;2531-7644, 2611-7487;Maggioli S.p.a.;No;No;0,124;Q3;6;20;68;405;19;59;0,04;20,25;54,29;1;Italy;Western Europe;2016-2025;"Architecture (Q3); Urban Studies (Q4)";"Engineering; Social Sciences"
2023;25155;16400154767;Pomegranate;journal;1743-1735, 1528-0268;Equinox Publishing Ltd;No;No;0,124;Q3;13;8;28;401;7;28;0,39;50,13;33,33;0;United Kingdom;Western Europe;2004-2023;"Cultural Studies (Q3); Religious Studies (Q3)";"Arts and Humanities; Social Sciences"
2023;25156;21101028197;Punctum International Journal of Semiotics;journal;2459-2943;Hellenic Semiotic Society;No;No;0,124;Q3;6;22;61;853;20;55;0,09;38,77;41,67;0;Greece;Western Europe;2019-2025;"Linguistics and Language (Q3); Communication (Q4)";Social Sciences
2023;25157;21101133325;Religion and Gender;journal;2589-8051, 1878-5417;Brill Academic Publishers;No;No;0,124;Q3;20;9;52;408;24;46;0,50;45,33;100,00;0;Netherlands;Western Europe;2011-2026;"Cultural Studies (Q3); Religious Studies (Q3); Anthropology (Q4); Gender Studies (Q4)";"Arts and Humanities; Social Sciences"
2023;25158;20500195140;Religionsvidenskabeligt Tidsskrift;journal;0108-1993, 1904-8181;Aarhus University Press;Yes;Yes;0,124;Q3;5;6;78;149;27;74;0,39;24,83;16,67;0;Denmark;Western Europe;2011-2024;Religious Studies (Q3);Arts and Humanities
2023;25159;21101047069;Revista de Filologia de la Universidad de La Laguna;journal;0212-4130, 2530-8548;University of La Laguna;Yes;Yes;0,124;Q3;4;39;75;1595;9;73;0,10;40,90;44,44;2;Spain;Western Europe;2019-2025;Linguistics and Language (Q3);Social Sciences
2023;25160;16300154735;Revue de Metaphysique et de Morale;journal;0035-1571;Presses Universitaires de France;No;No;0,124;Q3;9;68;94;777;13;87;0,16;11,43;28,79;0;France;Western Europe;1978, 1982, 1987, 2001-2025;Philosophy (Q3);Arts and Humanities
2023;25161;17214;Studies in History;journal;0257-6430, 0973-080X;Sage Publications India Pvt. Ltd;No;No;0,124;Q3;19;12;28;142;7;27;0,12;11,83;30,00;0;India;Asiatic Region;1985-2024;History (Q3);Arts and Humanities
2023;25162;21100898976;Virtual Creativity;journal;2397-9712, 2397-9704;Intellect Ltd.;No;No;0,124;Q3;7;19;48;543;14;32;0,42;28,58;48,28;0;United Kingdom;Western Europe;2017-2024;"Arts and Humanities (miscellaneous) (Q3); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Human-Computer Interaction (Q4)";"Arts and Humanities; Computer Science"
2023;25163;144841;Acta Angiologica;journal;1234-950X, 1644-3276;Via Medica;Yes;Yes;0,124;Q4;9;19;59;653;17;57;0,26;34,37;26,25;0;Poland;Eastern Europe;2005-2026;Cardiology and Cardiovascular Medicine (Q4);Medicine
2023;25164;21100897789;Advances in Business Related Scientific Research Journal;journal;1855-931X;GEA College – Faculty of Entrepreneurship;Yes;No;0,124;Q4;6;11;30;547;13;30;0,35;49,73;51,85;0;Slovenia;Eastern Europe;2018-2025;"Business, Management and Accounting (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Gender Studies (Q4); Law (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Social Sciences"
2023;25165;40595;Bulletin of National Institute of Health Sciences;journal;1343-4292;National Institute of Health Sciences;No;No;0,124;Q4;11;7;22;104;3;22;0,12;14,86;59,09;0;Japan;Asiatic Region;1997-2010, 2012-2024;Medicine (miscellaneous) (Q4);Medicine
2023;25166;23692;Bulletin of the Kanagawa Prefectural Museum, Natural Science;journal;0453-1906;Kanagawa Prefectural Museum of Natural History;No;No;0,124;Q4;7;6;25;109;9;24;0,47;18,17;0,00;0;Japan;Asiatic Region;1979-1980, 1984-1985, 1987, 1989-2025;Agricultural and Biological Sciences (miscellaneous) (Q4);Agricultural and Biological Sciences
2023;25167;21101121671;China Journal of General Surgery;journal;1005-6947, 2096-9252;Central South University;No;No;0,124;Q4;9;179;518;7542;212;518;0,48;42,13;33,17;0;China;Asiatic Region;2019-2025;Surgery (Q4);Medicine
2023;25168;17681;Contemporary Sociology;journal;1939-8638, 0094-3061;American Sociological Association;No;No;0,124;Q4;32;2;72;13;11;58;0,05;6,50;0,00;0;United States;Northern America;1979, 1995-1998, 2000, 2002, 2004-2025;Sociology and Political Science (Q4);Social Sciences
2023;25169;21100224008;Croatian Yearbook of European Law and Policy;journal;1845-5662, 1848-9958;Faculty Of Law, University Of Zagreb;Yes;Yes;0,124;Q4;9;23;28;672;11;26;0,38;29,22;51,85;2;Croatia;Eastern Europe;2012-2025;Law (Q4);Social Sciences
2023;25170;21101154816;Cuadernos de Derecho Local;journal;1696-0955;Fundacion Democracia y Gobierno Local;No;No;0,124;Q4;5;45;85;681;9;67;0,09;15,13;30,77;0;Spain;Western Europe;2019-2025;"Law (Q4); Public Administration (Q4)";Social Sciences
2023;25171;13000154716;Current Topics in Peptide and Protein Research;journal;0972-4524;Research Trends;No;No;0,124;Q4;8;11;38;328;13;38;0,32;29,82;45,71;0;India;Asiatic Region;2007, 2009-2024;"Biochemistry (Q4); Molecular Biology (Q4)";Biochemistry, Genetics and Molecular Biology
2023;25172;16740;Fujitsu Scientific and Technical Journal;journal;0016-2523;Fujitsu Ltd;No;No;0,124;Q4;26;0;16;0;5;15;0,00;0,00;0,00;0;Japan;Asiatic Region;1968, 1970-2020;"Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4)";"Computer Science; Engineering"
2023;25173;21101047127;Gaceta Medica Boliviana;journal;1012-2966, 2227-3662;Facultad de Medicina Dr. Aurelio Melean;Yes;Yes;0,124;Q4;5;55;132;1082;24;111;0,14;19,67;48,75;1;Bolivia;Latin America;2019-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25174;28463;General Medicine;journal;1311-1817;Central Medical Library Medical University – Sofia;No;No;0,124;Q4;4;59;215;1489;28;214;0,13;25,24;59,09;0;Bulgaria;Eastern Europe;2001-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25175;28609;Geodezia es Kartografia;journal;0016-7118;Hungarian Society of Surveying, Mapping and Remote sensing;No;No;0,124;Q4;8;24;84;199;8;74;0,12;8,29;21,74;0;Hungary;Eastern Europe;1979-1981, 1988-1989, 1991-1992, 1995-2025;"Computers in Earth Sciences (Q4); Earth-Surface Processes (Q4); Geography, Planning and Development (Q4); Geophysics (Q4)";"Earth and Planetary Sciences; Social Sciences"
2023;25176;21101121550;Indian Journal of Clinical and Experimental Ophthalmology;journal;2395-1451, 2395-1443;IP Innovative Publication Pvt. Ltd.;No;No;0,124;Q4;5;124;388;2462;38;362;0,06;19,85;50,83;0;India;Asiatic Region;2019-2025;Ophthalmology (Q4);Medicine
2023;25177;21101051698;Innovative Medicine of Kuban;journal;2541-9897, 2500-0268;;Yes;Yes;0,124;Q4;6;64;131;1484;38;131;0,21;23,19;35,27;0;Russian Federation;Eastern Europe;2019-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25178;21100198552;International Journal of Applied Cryptography;journal;1753-0571, 1753-0563;Inderscience;No;No;0,124;Q4;20;0;8;0;6;8;0,00;0,00;0,00;0;Switzerland;Western Europe;2008-2010, 2012-2014, 2017, 2020, 2022, 2024-2025;"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4)";"Computer Science; Mathematics"
2023;25179;21100266696;International Journal of Environmental Sustainability;journal;2325-1077, 2325-1085;Common Ground Research Networks;No;No;0,124;Q4;9;4;29;223;8;29;0,30;55,75;44,44;0;United States;Northern America;2012-2025;"Environmental Science (miscellaneous) (Q4); Renewable Energy, Sustainability and the Environment (Q4)";"Energy; Environmental Science"
2023;25180;21100268414;International Journal of Quality Engineering and Technology;journal;1757-2185, 1757-2177;Inderscience;No;No;0,124;Q4;10;18;21;606;6;21;0,31;33,67;6,06;0;Switzerland;Western Europe;2009-2025;Safety, Risk, Reliability and Quality (Q4);Engineering
2023;25181;17700156308;Iranian Journal of Endocrinology and Metabolism;journal;1683-4844, 1683-5476;Research Institute for Endocrine Sciences;No;No;0,124;Q4;17;42;125;2209;30;125;0,17;52,60;57,83;0;Iran;Middle East;2008-2025;"Endocrinology, Diabetes and Metabolism (Q4); Internal Medicine (Q4)";Medicine
2023;25182;62568;Italian Journal of Vascular and Endovascular Surgery;journal;1824-4777, 1827-1847;Edizioni Minerva Medica S.p.A.;No;No;0,124;Q4;8;25;77;525;10;66;0,13;21,00;20,63;0;Italy;Western Europe;2004-2025;"Cardiology and Cardiovascular Medicine (Q4); Surgery (Q4)";Medicine
2023;25183;35924;Japanese Journal of Allergology;journal;0021-4884, 1347-7935;Japanese Society of Allergology;Yes;No;0,124;Q4;17;82;222;1792;33;212;0,13;21,85;32,27;0;Japan;Asiatic Region;1961-2026;Immunology and Allergy (Q4);Medicine
2023;25184;21101176856;Jordan Journal of Chemistry;journal;1814-9111, 2079-7249;Yarmouk University;No;No;0,124;Q4;5;13;45;610;21;45;0,40;46,92;53,19;0;Jordan;Middle East;2020-2025;Chemistry (miscellaneous) (Q4);Chemistry
2023;25185;21101075017;Journal of Clinical Hepatology;journal;1001-5256;Editorial Board of Jilin University;No;No;0,124;Q4;20;433;1812;13929;555;1794;0,36;32,17;46,86;0;China;Asiatic Region;2019-2025;"Endocrinology, Diabetes and Metabolism (Q4); Gastroenterology (Q4); Hepatology (Q4)";Medicine
2023;25186;19700174646;Journal of King Abdulaziz University, Islamic Economics;journal;1018-7383, 1658-4244;King Abdulaziz University Scientific Publishing Center;No;No;0,124;Q4;19;17;98;824;24;98;0,24;48,47;23,08;0;Saudi Arabia;Middle East;2009-2025;Economics, Econometrics and Finance (miscellaneous) (Q4);Economics, Econometrics and Finance
2023;25187;15950;Journal of Medical and Dental Sciences;journal;1342-8810, 2185-9132;Tokyo Medical and Dental University;No;No;0,124;Q4;34;5;24;135;3;24;0,25;27,00;50,00;0;Japan;Asiatic Region;1996-2024;"Dentistry (miscellaneous) (Q4); Medicine (miscellaneous) (Q4)";"Dentistry; Medicine"
2023;25188;28141;Journal of Taxation;journal;0022-4863;Ria Thomson;Yes;No;0,124;Q4;7;0;10;0;2;10;0,00;0,00;0,00;0;United States;Northern America;1998-2018, 2020;"Accounting (Q4); Economics and Econometrics (Q4); Finance (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance"
2023;25189;21100942419;Klinicheskaya Dermatologiya i Venerologiya;journal;1997-2849, 2309-4877;Media Sphera Publishing Group;No;No;0,124;Q4;9;103;342;2771;60;341;0,15;26,90;73,65;0;Russian Federation;Eastern Europe;2010-2025;"Dermatology (Q4); Infectious Diseases (Q4)";Medicine
2023;25190;19700174717;NASN School Nurses;journal;1942-6038, 1942-602X;SAGE Publications Inc.;No;No;0,124;Q4;18;64;178;919;163;144;0,87;14,36;88,75;0;United States;Northern America;2009-2026;Medicine (miscellaneous) (Q4);Medicine
2023;25191;5700165656;Politix;journal;0295-2319, 1953-8286;Armand Colin;No;No;0,124;Q4;24;20;91;939;21;75;0,20;46,95;58,33;1;France;Western Europe;2008-2024;Sociology and Political Science (Q4);Social Sciences
2023;25192;18500157500;Praxis;journal;1661-8157, 1661-8165;"Hogrefe Publishing GmbH &amp; Co. KG";No;No;0,124;Q4;19;115;586;1673;58;461;0,12;14,55;31,14;0;Switzerland;Western Europe;1992-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25193;4000151203;Propagation of Ornamental Plants;journal;1311-9109;SEJANI Ltd.;No;No;0,124;Q4;21;12;32;412;10;32;0,27;34,33;44,68;0;Bulgaria;Eastern Europe;2005-2021, 2023-2025;"Forestry (Q4); Plant Science (Q4)";Agricultural and Biological Sciences
2023;25194;21101058815;Revista Argentina de Cirugia (Argentina);journal;0048-7600, 2250-639X;Argentine Association of Surgery;Yes;Yes;0,124;Q4;4;32;182;426;11;157;0,06;13,31;17,86;0;Argentina;Latin America;1961, 1964-1965, 1972-1977, 2019-2026;Surgery (Q4);Medicine
2023;25195;16631;Rivista Internazionale di Scienze Sociali;journal;1827-7918, 0035-676X;Vita e Pensiero;No;No;0,124;Q4;12;23;60;910;14;58;0,21;39,57;34,21;0;Italy;Western Europe;1973, 2009-2024;"Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Economics, Econometrics and Finance; Social Sciences"
2023;25196;21101174377;Rivista Italiana di Ornitologia;journal;2385-0833, 0035-6875;Page Press Publications;Yes;Yes;0,124;Q4;4;21;39;639;7;39;0,15;30,43;20,69;0;Italy;Western Europe;2019-2025;"Agricultural and Biological Sciences (miscellaneous) (Q4); Animal Science and Zoology (Q4); Ecology (Q4); Ecology, Evolution, Behavior and Systematics (Q4); Nature and Landscape Conservation (Q4)";"Agricultural and Biological Sciences; Environmental Science"
2023;25197;21101169100;RUDN Journal of Medicine;journal;2313-0261, 2313-0245;RUDN University;Yes;Yes;0,124;Q4;5;35;98;1174;27;98;0,25;33,54;61,79;0;Russian Federation;Eastern Europe;2019-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25198;5600152872;Societes Contemporaines;journal;1150-1944, 1950-6899;Presses de Sciences Po;No;No;0,124;Q4;24;8;103;277;24;98;0,21;34,63;50,00;0;France;Western Europe;2001-2024;Sociology and Political Science (Q4);Social Sciences
2023;25199;28413;Stahl und Eisen;trade journal;0340-4803;Verlag Stahleisen GmbH;No;No;0,124;Q4;18;140;185;68;5;176;0,02;0,49;23,42;0;Germany;Western Europe;1968-1991, 1993-2025;"Condensed Matter Physics (Q4); Materials Chemistry (Q4); Metals and Alloys (Q4); Physical and Theoretical Chemistry (Q4)";"Chemistry; Materials Science; Physics and Astronomy"
2023;25200;21100861547;Suranaree Journal of Science and Technology;journal;2587-0009, 0858-849X;Suranaree University of Technology;No;No;0,124;Q4;9;160;350;4971;100;350;0,24;31,07;35,29;0;Thailand;Asiatic Region;2018-2026;Engineering (miscellaneous) (Q4);Engineering
2023;25201;5800208032;Suvremena Psihologija;journal;1331-9264;Naklada Slap d.o.o;No;No;0,124;Q4;10;11;32;275;12;26;0,26;25,00;77,78;0;Croatia;Eastern Europe;2008-2025;Psychology (miscellaneous) (Q4);Psychology
2023;25202;4400151605;UHOD - Uluslararasi Hematoloji-Onkoloji Dergisi;journal;1306-133X;UHOD - Uluslararasi Hematoloji Onkoloji Dergisi;No;No;0,124;Q4;13;24;95;572;20;90;0,22;23,83;50,44;0;Turkey;Middle East;2005-2025;"Hematology (Q4); Oncology (Q4)";Medicine
2023;25203;21101065469;Ukrainskyi Zhurnal Sertsevo-sudynnoi Khirurhii;journal;2664-5971, 2664-5963;National Amosov Institute of Cardiovascular Surgery of the National Academy of Medical Sciences of Ukraine;Yes;Yes;0,124;Q4;4;58;181;1057;16;180;0,12;18,22;40,49;0;Ukraine;Eastern Europe;2019-2025;"Cardiology and Cardiovascular Medicine (Q4); Surgery (Q4)";Medicine
2023;25204;144806;WSEAS Transactions on Circuits and Systems;journal;1109-2734, 2224-266X;World Scientific and Engineering Academy and Society;No;No;0,124;Q4;19;25;66;521;24;66;0,36;20,84;17,39;0;Greece;Western Europe;2005-2014, 2019, 2021-2025;Electrical and Electronic Engineering (Q4);Engineering
2023;25205;32772;Zdravniski Vestnik;journal;1318-0347, 1581-0224;Slovene Medical Society;Yes;Yes;0,124;Q4;11;54;181;2174;22;177;0,14;40,26;62,05;0;Slovenia;Eastern Europe;1950-1955, 1964-1965, 1973-1993, 2009-2025;Medicine (miscellaneous) (Q4);Medicine
2023;25206;7200153128;Zeitschrift fur Evaluation;journal;1619-5515;Waxmann Verlag GmbH;No;No;0,124;Q4;8;21;76;569;15;48;0,22;27,10;51,72;0;Germany;Western Europe;2006-2013, 2015-2025;"Applied Psychology (Q4); Communication (Q4); Education (Q4); Social Sciences (miscellaneous) (Q4); Statistics and Probability (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Mathematics; Psychology; Social Sciences"
2023;25207;21000195001;Zeitschrift fur Zahnarztliche Implantologie;journal;0177-3348;Deutscher Arzte-Verlag GmbH;No;No;0,124;Q4;5;30;116;263;3;81;0,01;8,77;19,35;0;Germany;Western Europe;2011-2018, 2020-2023;Oral Surgery (Q4);Dentistry
2023;25208;21101066022;European Conference on Multifunctional Structures;conference and proceedings;2696-6913;Scipedia S.L.;No;No;0,124;-;4;0;14;0;2;13;0,00;0,00;0,00;0;Spain;Western Europe;2019-2020;Mechanical Engineering;Engineering
2023;25209;21101017886;Proceedings of the International Conference of Architectural Science Association;conference and proceedings;2209-3850;Architectural Science Association;No;No;0,124;-;6;56;201;1781;41;197;0,10;31,80;40,83;0;Australia;Pacific Region;2019-2020, 2022-2024;"Architecture; Building and Construction; Environmental Engineering; Management, Monitoring, Policy and Law; Renewable Energy, Sustainability and the Environment; Urban Studies";"Energy; Engineering; Environmental Science; Social Sciences"
2023;25210;21100970227;Proceedings of the Thermal and Fluids Engineering Summer Conference;conference and proceedings;2379-1748;Begell House Inc.;No;No;0,124;-;8;197;401;3211;68;398;0,18;16,30;18,70;0;United States;Northern America;2015, 2017-2025;"Condensed Matter Physics; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Fluid Flow and Transfer Processes; Mechanical Engineering; Renewable Energy, Sustainability and the Environment";"Chemical Engineering; Energy; Engineering; Physics and Astronomy"
2023;25211;19900193551;American Periodicals;journal;1054-7479, 1548-4238;Ohio State University Press;No;No;0,123;Q2;8;18;47;592;3;41;0,00;32,89;75,00;0;United States;Northern America;2010-2025;Literature and Literary Theory (Q2);Arts and Humanities
2023;25212;21101102049;Barcelona Research Art Creation;journal;2014-8992;Hipatia Editorial;Yes;Yes;0,123;Q2;2;18;42;514;2;35;0,03;28,56;38,46;0;Spain;Western Europe;2019-2026;Visual Arts and Performing Arts (Q2);Arts and Humanities
2023;25213;21100938751;BSAA Arte;journal;1888-9751, 2530-6359;Ediciones Universidad de Valladolid;Yes;Yes;0,123;Q2;3;16;63;656;5;62;0,05;41,00;31,25;0;Spain;Western Europe;2019-2025;"Visual Arts and Performing Arts (Q2); History (Q3)";Arts and Humanities
2023;25214;21101124072;Clotho;journal;2670-6210, 2670-6229;University of Ljubljana Press;Yes;Yes;0,123;Q2;3;20;55;471;3;46;0,02;23,55;55,00;0;Slovenia;Eastern Europe;2019-2025;"Classics (Q2); Literature and Literary Theory (Q2); History (Q3); Linguistics and Language (Q3)";"Arts and Humanities; Social Sciences"
